"X1","id","name","brand","desc","categories","imgurl"
224,238,"Backspindle Games Luchador! Mexican Wrestling Dice Game","Backspindle Games","Product Description The fast-rolling hard-hitting body-slamming neck-crunching chair-smashing table-slapping dice game for 2 or 4 players... Luchador! Mexican Wrestling Dice is a two-player dice game (with optional rules for four-player tag-team play) based on the popular world of professional Mexican wrestling or Lucha Libre (a.k.a. free fighting). Players start with 21 points of health (or 18 in a tag-team match) and roll custom dice to try to either reduce the opponents strength points to zero to win by a knock-out (KO) or hold the opponent down on the mat for a count of three to win by a pin. The player sitting near the red corner of the wrestling ring uses 4 red wrestling dice the player near the blue corner the 4 blue wrestling dice. Each player also has a HIT die and a PIN die. Players begin by each rolling their own set of wrestling dice at the same time trying to ensure that they land in or touching the wrestling ring. The results of HITs BLOCKs COUNTERs and MISS rolled are played off against each other then the HIT dice can be rolled to see what damage they did. i.e Drop Kick Forearm smash Table slam etc. Damage is recorded on the Strength Score Card of the player being hit. If a player rolls two HITs in one round instead of rolling the HIT dice twice they can take a chance on the Luchador! die once which may result in their wrestlers trademark moves and inflict much more damage on their opponent. Any PINs rolled in a round may be re-rolled once only. However once an opponent is reduced on their strength to where they are pinable the PIN die is held until after the HITs have been inflicted then the PIN die is rolled. If PIN comes up the three count begins. The player being pinned has three attempts to save using their wrestling dice or lose the match. In a tag-team match players have the choice of trying to tag-out to regain slight strength but it can also cost them... if they fail to tag and get dragged back into the ring by their eager opponent. Box Contains 16 Wrestling Dice in 4 Colours (4 Dice in Red Blue Purple and Pink) 4 Green Hit Dice 4 Yellow Pin Dice 2 Black Luchador Dice The Luchador Arena 9 Luchador Cut-outs 8 Plastic Stands 9 Luchador Superstar Cards 9 Advanced Luchador Cards 8 Strength Score Cards 8 Strength Score Markers 1 Three-Dimensional Luchador Ring The World Championship Title Belt The Tag-Team Championship Title Belt 8 Combat Order Disks","Games","img/game1.jpg"
225,239,"Pathfinder Kingmaker Dice (7) Dice Set","Q-Workshop","Paizo Publishing and Q-workshop are proud to bring you the 100%-official Pathfinder: Kingmaker Adventure Path dice. These masterfully crafted dice feature silver engravings on green polyhedrons","Games","img/game5.jpg"
226,240,"Mars Attacks the Dice Game","Steve Jackson Games","Destroy the humans! Take their cities! Conquer Earth!Mars Attacks: The Dice Game lead your team ofMartian invaders to conquer Earth. Destroy cities getyour picture taken in front of famous monuments and bethe Martian with the most Earthling kills! But watch outbecause the Earthlings might nuke you . . .","Games","img/game5.jpg"
227,241,"Chessex Dice: Polyhedral 7-Die Opaque Dice Set - Yellow with Black [Toy]","Chessex","Opaque dice are made of a particularly dense material for a better feel when rolling. This material also allows for flatter faces and sharper edges. The wide variety of colors is also very consistent so that an opaque Chessex die from years ago will match those available today. These dice are very economical at a fraction of the cost of others. This set contains one d20 one d12 two d10 (00-90 and 0-9) one d8 one d6 and one d4. (d4 d6 d8 d10 d12 d20 & d00)","Games","img/game1.jpg"
228,242,"Elvish Dice White/Black (7)","Q-Workshop","The set of wonderful elvish dice which will become an inseparable companion of every player with even a bit of noble elvish blood circulating in his veins.","Games","img/game5.jpg"
229,243,"Poker dice and dice cup 00592","Kent & Cleal","A nice set of poker dice supplied with a strong dice cup","Games","img/game2.jpg"
230,244,"DICEWORDS GAME","GRAHAM'S GAMES","Family fun with strategy and learning Dicewords comes in a smart tube and is probably the most compact word game ever. But despite its size this game certainly is substantial! There are 9 special alphabet dice featuring letters on their faces and score values depending on how usuable they are. The aim of the games is to build the highest-scoring word you can. The key to this game is that the contents of the entire set are listed on what is called The Dice Table each die being identifiable by a unique colour (and a special character for the colour blind). The Dice Table enables you to assess the chance of achieving particular letters when rerolling making for a compelling game of luck skill and judgement. And the Dicewords set offers over 10 million combinations so its a different game every time. ) An ideal game for travel and summer holidays easy to pop into a pocket or handbag and an excellent game for Christmas and those long winter nights. An ideal aid for foreign students learning English too! ) ) ) Dicewords is an excellent very well-realised game not to mention a very portable one - the dice rules and scoring sheets are all contained in a snug little plastic tube. Also the packaging is designed in such a way that there are no superfluous bits of plastic wrapping or cardboard that will end up on a landfill somewhere. A small point perhaps but an example of the kind of thought and consideration thats gone into every aspect of the game. Dicewords is a class act through and through and Id recommend it to anyone. Review by Ben Rainbird the actor","Games","img/game3.jpg"
231,245,"Q-Workshop - Set of White & Black Tribal Dice","Q-Workshop","Colour Name:White & Black A set of unusual Tribal dice which were designed by a famous graphic artist Anne Stokes. Anne is known for her passion to dragons and tribal motifs. Drawing an inspiration from them Anne has created this unique dice set which is an epitome of beauty and austerity.","Games","img/game2.jpg"
232,246,"SmartDealsPro Set of 7 Dungeons and Dragons DND RPG MTG Table Games Dice(7 Colors Available) (Pure color series)","Forlorn Hope Games","Colour Name:Pure color series This set contains one d20 one d12 two d10 (00-90 and 0-9) one d8 one d6 and one d4.","Games","img/game3.jpg"
233,247,"Amscan 30cm Casino Inflatable Dice Decorations","Amscan","Product Description This inflatable dice decoration will add the perfect touch to your Casino party. It is featuring two red casino dice and is the ideal piece for the decoration of a fun Casino party. Box Contains Each package includes 2 Dice","Games","img/game4.jpg"
234,248,"LCR Dice Game (Red Chips)","Left Center Right","LCR - Left Center Right Dice Game is a fun fast-paced dice game that you wont be able to put down! 3 specialty marked cubes are rolled to determine where players distribute their chips as they compete to keep as many of their chips as they can. The last player with chips is the winner and wins the center pot. Hours of fun for the whole family. Play with chips or whatever makes it fun for you!","Games","img/game1.jpg"
235,249,"Liars dice","Front Porch","Said to have been passed down by the ancient Incas Liars dice is a game of bluffing and chance. Each player attempts to outbid out bluff and outlast their opponent by issuing bids or challenges.Liars Dice comes with four shakers and four sets of five dice. It is presented in a great decorative wooden box which looks exactly like an enormous die!The game is a bit like a a dice version of Poker - but the bluffing aspect is even more fundamental hence the name liars dice. Each player rolls the dice and then they have to make a claim as what hand they have e.g. three fours or a high straight (2-3-4-5-6). The next player can then either call their bluff by asserting that they lied or else roll the dice and make a claim for a better hand for themselves. Liars who are found out have to contribute a counter to the pot.And so it goes on with many an accusation and much finger pointing. Really skilful people learn to pull an annoyingly condescending look of innocence which tempts the others to accuse them of lying just to stop them being so irritating!Eventually this leads either to a winner or to fisticuffs but either way great fun will be had by all.2-4 players. Ages 8 and up. Dimensions: approx 13cm cube (5 inches cube).Product Ref: 001064Contains small parts. Unsuitable for children younger than 4 years old.","Games","img/game3.jpg"
236,250,"40 dice - 12mm 6 sided spot dice MIXED COLOURS","The Dice Place","Great value! A pack of 40 dice ideal for use in board games teaching or just family games fun. 12mm size - this is quite small - please check out 14mm or 16mm dice alternatives if you need larger dice.","Games","img/game2.jpg"
237,251,"Chessex Dice: Polyhedral 7-Die Scarab Dice Set - Scarlet with Gold CHX-27414","Chessex","Colour Name:Scarlet Signature dice are a compilation of the best selling colors of new dice released in the past few years. It includes a wide variety of colors and materials but each is a unique and interesting addition to any dice collection. This set contains one d20 one d12 two d10 (00-90 and 0-9) one d8 one d6 and one d4.","Games","img/game5.jpg"
238,252,"Rorys Story Cubes Mix Medic Family Game","Rory's Story Cubes","Product Description Add a heart-stopping element and tales of heroism to any anecdote with the Rorys Story Cubes Medic mix.  Replace three cubes from Original Rorys Story Cubes with one of the new mix sets.  Swapping a few images will totally transform the theme of the stories you tell its just like adding spice to a meal! This Medic set allows you to weave tales of the remedial and therapeutic! Box Contains 3 themed dice","Games","img/game5.jpg"
239,253,"Rory Story Cubes Mix Score","Rory's Story Cubes","Product Description Spin tales of spectacular sporting action with Rorys Story Cubes mix Score.Use alone or even better mixed with other sets. Swapping a few images will totally transform the theme of the stories you tell its just like adding spice to a meal!Score is inked in red making them easy to sort if you do combine them with other Rorys Story Cubes after use. Box Contains 3 themed dice","Games","img/game3.jpg"
240,254,"Farkle - Dice Cup Game (Colours Vary)","Patch Products Inc.","Classic risk-taking game.Family fun game.For 2 or more players.","Games","img/game1.jpg"
241,255,"10 Sided Dice - Pack of 3","Tarquin Group","10 sided polyhedra dice - pack of 3. D10 Perfect for multiplication practice and gaming. Larger packs and other polyhedra dice are also available.","Games","img/game5.jpg"
242,256,"Amscan Hen Night Dare Dice Games","Amscan","Product Description Let the dice decide! Friends of the Bride-to-Be will have tons of fun with the Hen Night Dare Dice Game. Roll the dice and you might have to hug the shortest man or kiss everyone in the group. With so many possibilities the dice keep the dares rolling all night long! Box Contains The package contains 2 Dice","Games","img/game1.jpg"
243,257,"Dice Bomb Explosion Magic Trick Joke Novelty Gift","Bristol Novelties","Dice Smash (Explosion) costume Kids Fancy Dress","Fancy","img/fancy5.jpg"
244,258,"Dice spot. Pack of 100 x 12mm. diameter asstd cols 00561","Forlorn Hope Games","A set of 100 (minimum) mixed random coloured opaque 12mm 6 sided spot dice. Ideal for the classroom or for home. Colours are random and you will NOT get the same number in each colour. Random colours mean just that! The colours will be a mix from whatever we have in stock at present. You will not get ALL the colours! THese 12mm spot dice come in black dice white dice red dice blue dice yellow dice purple dice green dice orange dice and sometimes pink dice grey dice ivory dice.","Games","img/game2.jpg"
245,259,"Dice pack of 10 polyhedron - 00536","Kent & Cleal","This set of dice gives you two each of 4 8 10 12 and 20 sided dice. The dice are the same colour in each type as shown. The colours WILL PROBABLY vary from the picture and may include yellow purple red green orange black blue white. Legendgames includes a pair of d6 dice free. Make sure you are getting 5 (or 6) different colours - beware some sellers shipping all the same colour!","Games","img/game1.jpg"
